Heading,Sentiment
I am amazed that my bro @SkateGabe knows what GPS stands for...I feel ashamed ,Neutral
I think the car buying experience is making me sick. ,Negative
@thewesleychan Major hardcore studying for finals next week  Did u go shopping? I know they got a good outlet in Portland that has Puma!,Positive
@joeypage joey  we heard from her. please check your messages. Karyn sent you a message of what she said.we're calling for help. its bad.,Positive
@cheeriokeeper I work for a lot of photographers and what to learn the ropes...just can't afford one yet ,Neutral
So sleepy. Friday night was ruined by a stupid shift @ work tmrow ,Negative
I want to go to Ikea! Why does it have to be so far away? ,Positive
hates goodbyes. ,Negative
"i feel really crappy. i hope i'm not getting sick, i have a full day ahead of me tomorrow. ",Positive
@showbiz_cousin is this unemployment related? ,Negative
@Anna_bar lucky!!! I went to a funeral  than staired at the wall all day my phns my only entertainment,Positive
@Juicet1n how'd you know? -sniffle ,Neutral
"and now, to work. ",Neutral
"Had one commuting crisis of note today, though - had a Catastrophic Squeaky Hula Girl Failure! (see http://tinyurl.com/chrcru )  ",Negative
Hahahahaha! So @MsLindseyAnn won't try my adios motherfucker.. Sad times  it tastes sooo good!,Negative
@bm_house Wish I was playing cs too. ,Positive
The bride's father just gave me &amp; my phone an evil/unfollow look  have to hide phone for few minutes after this update ,Negative
Wow......I miss Strokes.....so much right now.....but why? I miss those funny stories he'd tell me bout his trips. ,Positive
time for bed. im mad thirsty though. boring day ahead of me. no bootz til next sunday. arrrrrrrrr!  whats an explora to do?,Negative
WANT MOOOOOOOOORE      #asot400,Positive
@meaganlloyd my phone didnt get that message you sent me ,Neutral
"Ok, I didn't make it to Coffea   Tomorrow, after work I'll be stopping in.",Positive
I wish I could go to the Jazz Festival this weekend.. ,Positive
i was experimented on by an alien  .... No un necessary probing though... luckily,Positive
ate bean and cheese dip and tacos for dinner... sleeping next to steve will be stinky ,Negative
my alarm is set to go off in three and a half hours ,Negative
Yayyyyy day 1 of coachella almost over. So tired ,Negative
"oh no, shit, reneging, i really like the last track on the new yyy ",Negative
goodnight all...workin late tomorrow then movin the next four days!! so blessed to have amazing people in my life...missin my sweets ,Positive
@wwu_sarah  so sad to here you so sad of late...i anxiously await are reuniting,Negative
Won't be home in time for most of #sll ,Neutral
is going to bed early b/c i have work tomorrow ,Neutral
@WarrenAndrew I miss them too..  Those were the best!,Positive
@Ivonnebrok thanks! Pms suck! ,Neutral
winkler tomo! have to get up at 6 ,Neutral
@GabrielSaporta i couldn't make it out to see you guys tonight; mega bummed  hope it was a good show though! i'll see y'all next time.,Positive
I don't understand why some of the best people in the world are thrown to the ground by evil... I wish life was fair to all who are good ,Positive
My dislocated toe has decided to redislocate itself so now its reverse dislocated . And it hurts . ,Negative
"Saturday morning promotion: if there was only one firefox plugin, it should be http://www.feedly.com (but it eats up my life ",Neutral
"@benjorg Benny, when is AFS gonna start touring again!? I miss all of you!! ",Negative
@kristinepratt Pacing is definitely everything. I need to do better with protecting my weekends though. ,Positive
just dropped kayla off.  I luh dat gurl,Neutral
Day 1 of the MS150 cancelled!  And no camping in La Grange.    All I want to do is ride.,Negative
@killerwhaletank we need to remember to get flowers on Sunday morning. ,Neutral
@KDBabylon where the heck is my friend? Lol what u doin? Haven't talked to u all day! ,Positive
Stressed about Tmw. ,Negative
Just scared my files will be gone by tomorrow  That'd be a nightmare. All the most important files are there!,Negative
@tiffanyr0se : lmao ... I'm abt to fall asleep in this chair I'm od tired !!! ,Positive
I'm disappointed when those close to me choose temporary pleasure instead of lasting happiness by not exercising self-discipline. ,Positive
"Off to buy bread in a few mins, the house is literally empty of food  i think i ate it all.. lol",Positive
"trying to figure out what exactly this thing does, how it works, etc...i guess it really does take me while to figure these sites out ",Neutral
"@Out_of_the_Box PS sorry I didn't make it tonight, was just exhausted and depressed and didn't want to do much of anything.  Miss you...",Negative
@getateric Hey E yes I actually found a few but not all. Sum of them r unavailable being they were promo only vinyl ,Positive
really upset about derek closing his channel. ,Negative
A little sore from football practice. ,Negative
I just ate KFC ,Neutral
i'm guessing my tiffany's necklace and box grew a pair of legs and ran away  ahhhhh,Neutral
@kelzad man I have my days like that to...you probably will be up all night tho ,Positive
@NessaBanks Thunder bolts &amp; lightening around here! 5 inches of heavy rain late in the afternoon made it a no go for a road ride.... ,Negative
"bed time, stressful week ",Negative
Tossing and turning in the bed for over an hour. Reading didn't help..I am terrible at counting sheeps ,Positive
@queenzita  then why do they have these stupid little pictures on my iPod I can add to text if no one can see them,Negative
@mrsbambam that's on u! I attempted u ignored me ,Negative
@kyleconnecticut no fucking way. ,Negative
im so tired of this  i just want you back home where you belong .. things arent meant to end this way,Negative
getting ready for bed. its gonna be an interesting night... ,Positive
"wow one of our kittens was killed by a dog tonight, all my little siblings cried   ",Negative
Fell asleep just b4 The Jays lost  Now i'm WIDE awake ..not sure what to do,Neutral
Yankee Doodle Went To Town; Ridin' On Some 20's.. aww I miss Wild N' Out ,Negative
I just realize I'm gonna lose my car &amp; have to move out of my place in a week. I am not feeling very happy right now. ,Negative
@keyerror  :| dat one hurt my feelings ,Negative
@Boston_BlueEyes  Not a good night ,Negative
"@sstaver No, it is not fun. ",Negative
@ifoundmycapo  no. Real pls?,Negative
Does anyone know where to get Nissin Cup Noodles  in US? Any store online maybe?  I miss them ,Negative
some guy just pissed on my foot...#1 reason to not wear sandals to the bar - no matter how warm it is.  ,Negative
Wonders why do weekends fly by? And where do they go? ,Neutral
"The other part  to the Pat Tillman story, for those that don't know http://tinyurl.com/e9slt ",Neutral
got the new trackball THANK GOODNESS. it's moving in all directions BUT when i push it to select something it doesn't work  so i have....,Positive
@just_another_1 omg wtf!!! ,Negative
"@Spitphyre nominate for what? I ain't getting into politics! :^O anyway, don't know if I got fans, ACs yeah, but fans? lost case anyway ",Negative
"Had a great time at my last social! Definitely going to miss this over the summer  Homework all day tomorrow, boo...",Positive
Alone on a friday night ,Negative
got saturday school tomorrow  blah hate saturday school sleepover in couple weeks XD,Positive
@idotstax  thank goodness you don't drink,Positive
"can't keep it up girl, i'm sorry ",Negative
@Parra_Power Sorry..will not do it again...  hehe,Neutral
to press enter. i think i messed up something underneath ,Negative
Just updated one of my science scripts but Dreamweaver doesn't want to play nicely  http://tinyurl.com/dzeznn,Positive
http://twitpic.com/3i8q2 - Its a baby duck... Cute until they diddle in you hand ,Positive
I can't believe I am bored already ,Positive
sad&amp;depressed right now ,Neutral
Why is my ice-T not cold ,Neutral
I'm off the phone ,Neutral
"Just installed TweetDeck, and man i can see why people use it! But how do i load all my tweets? ",Neutral
"Crazy snow.  Went from mowing to shovelling in three days.  WTF.  Deep wet snow, everything is soaked.  Trees snapping if it keeps up ",Negative
going to sleep. long day. and i chipped a fuckin tooth!  night everyone have good dreams,Positive
@SteveSievers i miss you. and i hate you. i wanna go on pirates!  and i have seriously been daydreaming about moving to LA. scary. ;),Negative
"Watching a movie, eating a lollipop, and then hitting the sack. I have govt. to do in the morning. ",Neutral
Had a very long day.beat. getting ready for saturday to be a same ,Positive
cant sleep i lay down for a bit &amp; im wide awake yet soooo exhausted ,Negative
@jllg15 where were youu?? hahaa my only friends here  haha LMAOOO! this thing really is popular but I sitll cant figure comethings out,Positive
They all fell asleep except me ,Neutral
@MCRmuffin im so sorry  hope yours does too god i want you to be okay!!!,Positive
"Just got home, off to bed -- have to be back at 8am. I hate cl-openings ",Negative
I want to go out and jog right now but my parents would tell me it's too late  HOLY CRAP I MISS MY BABY WAAAAAAAAAAAAAAY TOO MUCH..,Negative
"@vehnd  well, it'll come back around next year. btw, my cat has fallen off the bed not once, not twice, but three times.",Negative
BMG concert kicked ass!  Seats were 5th row. Sorry no pics allowed in theater ,Negative
@Mimiseiku what?!  but Eesa (LMAO) you can't!,Neutral
@ambvymarie Why are you depressed?  ,Negative
exhausted tired ,Negative
@JazzieBluE @JazzieBluE  oh my god I am so jelous aghh it was ehhh 6 /7hour drive from my house. ,Positive
"im lonely  keep me company! 22 female, Fort Worth - Texas",Negative
"Too tired to tweet, too tired to draw, to tired to look for work. Just plain worn out and short on hope. ",Negative
"I want to go out and jog right now but my parents would tell me it's too late  HOLY CRAP I MISS HIM, LIKE, WAAAAAAAAAAAAAAYY TOO MUCH..",Negative
http://twitpic.com/3i8rr - Its a baby ducky!! Cute until it diddles in your hand ,Positive
in bed getting ready for my last night at Camp Hope ,Positive
havent been on all day  hanging out with my mommy&lt;3,Neutral
missing the fox  http://tinyurl.com/cxan7p,Negative
No loves for me tonight... ,Positive
@1foxylady ((HUGS)) ,Neutral
@moonfrye went to visit my husband on his business trip ,Neutral
About to go to bed.. I'm tried and lonely since Matthew went to sleep. ,Negative
@amilyn @shennyunho Yes exams in two weeks... ,Positive
"Wow, the kids in the neighboring building/complex are being 5 thousand decibels of obnoxious ",Positive
"@jonathanrknight I wish you guys were making more stops in Cali, because as of right now I can't go. ",Positive
Hey everyone... Have a good weekend... it's a dull grey day here. ,Positive
Off to work I don't think its gonna be a good night ,Positive
so happy at home. Watching the 3rd X-Men w/Ryan and Champagne. &lt;3 Lexie didn't want to watch the last one. ,Positive
@JonathanRKnight hope it wasn't a bee!! ,Positive
Our pet Kangaroo hasnt been back to our house for several days...and we found a dead one on the side of the road yesterday ,Negative
@Lizinhollywood is there anywhere else to watch 'my first time driving' not on logo? it won't play in canada because of copyright issues ,Negative
@DJlilE what did i do ,Neutral
On the way back to albuquerque with my love. Not wanting to leave sunday ,Positive
We're going to San Antonio in 4 hrs and I need to get some sleep- I'm sure it aint helping that I'm eating and whining about my gray hair ,Negative
@rperdio no  and $7.20 for 2 handrolls is a bit steep!,Negative
"im lonely  keep me company! 22 female, New Haven - Connecticut",Negative
"im lonely  keep me company! 22 female, Seattle - Washington",Negative
@RobPattinson_ yeah thats a lot of messages XD. i wish i was that famous.  no1 loves me XDD,Positive
"got a red light ticket tonight  After much research, I can't fight it due to the speed I was going.",Positive
"On call, working.  night tweeties!",Neutral
fuck I'm ready for bed. still at work though then like a 25 min ride home ,Positive
@keyerror hey hey hey I DNT APPRECIATE U USIN MY NAME WHEN IT'S INSULTING ME ,Negative
Still sick feeling weak  can't enjoy this beautiful spring weather ,Negative
"@KathiePritchett damn baby, you always sleeping on me ",Negative
@Dannnnni i gave up  i checked everywhere!!! i cant find it ='[ but its okay i guess coz i will put it in my memory box! ily xxxx,Positive
"going into the shower, getting ready to work the grave yard ",Neutral
sometimes 140 characters aren't enough ,Neutral
@aubsomidkiff That is depressing. ,Negative
"Sitting all alone in my empty dorm room. Goring home tomorrow!! So excited, but gonna miss everyone ",Negative
is all achey. I hope I'm not getting sick  off to bed.,Positive
"I am at work, wishing it was Sunday night ",Positive
@ricanitaliana89 no more worms ,Negative
Youtubing MILEY CYRUS cause I haven't been watching much tv ,Neutral
"@MattsMedia Wow, ME TOO! ",Positive
mannnn i gern out man lol i cnt take being ganged up on ,Positive
Haha noooo don't be mad!  @iDehea,Positive
Heading out from the Mariners game. Sitting in traffic ,Neutral
mercedez benz !!   i have electrical  probems &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; stress,Negative
@vuhhnessa Nah. It has not came out yet. I do not think it is this weekend either.  Ima mega sad. ,Negative
@jweede what a way to spend a friday night...  i guess there's not much to do now that battlestar is over...  ,Neutral
at home ,Neutral
@ChubbyGayMan what message ,Neutral
Just got home from andreas house but i was having fun but i had to go bye bye! ,Positive
@thomastorres  what's wrong,Negative
@bennehton @Sweet_Pau @tynie626 @NoOrdinaryGurl  OH I AM JEALOUS!  why only tynie and noordinary .. PAU you and me are left behind ,Negative
Britain used to have talent. Now we have #susanboyle. Sorry World.  #twunes ? http://blip.fm/~4ir01,Positive
"@gylliwilli get em Gilly!!!! see yall in a minute!!! they closed freakin labrea at fountain, and im not movin ",Neutral
this rain sucks.  &amp; i'm sick,Negative
@I_Am_Marty well I was just training. thought i'd get the job but they want someone more experienced lol im not meant for hard labor ,Positive
@xkelly_chaosx omg that place  that's really sad what happened,Negative
"no reply from @feiticeira. *pout* shes prob out and about and forgot the phone, but still. ",Negative
@cutiepie04ct I miss u tore whore ,Negative
"most random night ever, last day at the birch tomorrow.. ",Neutral
I hate going to bed alone at night ,Negative
Still no keys. Sigh. This is going to cost a lot to replace ,Negative
@cutiepie04ct I miss u tore whore  come back home,Negative
"so i may have accidentally killed an armadillo last night, then ran over it again on the way back!!!   RIP poor thing.",Negative
@vickydoll we didn't place  and Eastlake got 3rd AGAIN! They so copied our concepts too&lt;/3,Neutral
@OhhMegg no wonder  &amp; PLUS did you know that sterling can SING?! ive been stalking youtube for videos of him. i have a thing for singers.,Negative
just preparing ofr group discussion utterly boring task ,Negative
@poonamd yup dupar chi match baghel.....sandhyakali class ahe ,Neutral
Working on 3 shoots... Traffic school tomorrow... ,Neutral
@carliecarrcrash I feel your pain  my three bffs all have dates...no ones asking me :-/,Negative
"has the dodo's conundrum, feeling like i could just fly, but nothing happens everytime i try. can't decided whether to go out ",Positive
is going with her father to the emergency room. ,Negative
@KGMB9 i wish the Hawaii Food Bank's food drive wasn't always so close to the Letter Carrier's Food Drive (May 9) ,Positive
1st ride done and followed pugmarks but sadly he did leave any trails later  also found fresh pugmarks of berda cubs thats a good sig ...,Positive
@conns its like that ya noe. wtd..  i hope ur grandpa's ok~ at least he's happy from the china trip.,Positive
"@ColleenLindsay Literary agents *killing literature*,I should stop writing, crawl up my own bum, keep my words to my lit l33t friends ",Positive
Just saw a rabbit hopping through Central Square.  Felt bad for it.  ,Negative
Not looking forward to Sunday. Would rather be doing something else. but I am now obligated. ,Neutral
my boyfriend has decided to depress me by putting in Paradise Lost. ,Negative
"No Arianny Celeste at UFC 97, I'm bumbed  But I have the UFC Undisputed demo! WOOHOO! #ufc",Positive
@ the same shithole @Awesome4life is @ guess my night is in the crapper ,Neutral
"Ah okay, consensus is this is a tame start. Thing is, the second half of this tournament just could get duller  #ipl",Negative
@Boy_Kill_Boy oh ryan im soo sorry my internet connection is sucks  whose your no 1 btw ?,Negative
Waiting on my clients  to arrive for our 10AM showing. Nothing is on the radio and I forgot my IPhone. ,Neutral
yey! have finished coursework... thank god for that.. took me 3 hours ,Positive
It's only two but I can't ignore the stingy feeling of the blood. The reminder makes me feel even worse ,Positive
@_everaldo I saw #squirrel some months ago on your twitter. I'm sorry it's for Mac only ,Negative
@technicalwriter aka St George's Day - the universally uncelebrated National Day of England ,Neutral
"im lonely  keep me company! 22 female, Pittsburgh - Pennsylvania",Negative
I hate to be so sick! ,Negative
weekend chores done. now to get ready for Snowbird's bachelorette party! (and attempt to get some work work done.) ,Positive
@blue_ninj0r I know  But at least Dollhouse has gotten good.,Positive
thank god for stephanie or i probably wouldn't have woken up this morning lol ,Positive
@Charl13B00 Just finished the pizza for breakfast. sorry ,Negative
enjoying the weekend.  gotta get up and clean house soon ,Positive
I desperatly wanna get my license ,Neutral
Today is a sad day in monterrey ,Negative
Continuing to work away on this #Joomla template while looking after the missus; she�s sadly not feeling too well today ,Negative
@MacKenzieFox sun just doesnt wanna come out today.... ,Neutral
finishing upp last homework stuff and projects !  ,Neutral
"@__Fiddler you need to use this more, me also but i cant use it on my phone while im in germany.. ",Neutral
Fuck. I don't want to go to work. I should still be in bed with godsolite. ,Negative
"wow, I've used 130MB today of bandwidth. Not a good thing since our whole org has 6GB for the whole month ",Positive
I�m sad. My nack hurts ,Negative
I'm dyingggg. My kid has a taser inside of my uterus or something!! Ouchie.  I now understand what most mommas call &quot;Lightening Crotch&quot;...,Neutral
writing a lit essay on The Night of the Iguana! ,Neutral
"At first I thought this was a crazy BendMeOver email, nope just spam  http://bit.ly/I8nsq",Negative
@emmyrossum cleaning  have to show my house today(trying to get it sold),Neutral
i can't believe i am WORKING on such a beautiful day ,Positive
"I have SO much work to do, and I can't do any of it ",Neutral
The cheap ATP tickets sold out before I had a chance to get rich... ,Positive
All this new snow and 70 is closed  I know I could take 285 but I almost slid off Kenosha pass a few years ago,Neutral
Graphics card don't work - some kind of conflict or something ,Negative
@randomflowers not working for me either ,Neutral
"Yeah had to call into work today. The Dr. is going to the office just to see little Matthew at 1:00, I am pretty sure its pink eye ",Positive
I'm sad... 'Cause doesn't reply me yet...   ,Neutral
School on Monday ,Neutral
"@Iamjonathancook i would love to hang out but sadly, i am not going to the show ",Negative
beddies now. Nighty night. My head hurts ,Negative
Can't concentrate on making banners when fianc� is playing Guitar Hero ,Positive
Hoping these next to weeks go by fast!! He just left &amp; I already miss him. ,Positive
@DavidB92 i cant believe that reply worked yday i havent done it before i have got loads of work to im worried ahahah ,Negative
I have no voice  Argh!,Negative
"watched i am sam, and i criedd ",Neutral
alfhdjkghvsfdghvifduhbgvkjsdfhglsfdkghvfjlkdsghsdflkgh  TODAY SUCKS!,Negative
Ugh!! Why is it blizzarding in Colorado????!!! Won't be seeing my parents this weekend  there plane got cancelled!,Negative
Wrll that one went surprisingly well. How disappointing. ,Neutral
Lil Moo Moo Has  a Bad Cough.....  wide awake....,Negative
"After watching the F1 qualifying and procrastinating doing various things, I'm finally cracking on with some coursework. ",Neutral
is it wrong that i'm fighting my eyelids at this time of day ,Negative
"I just wasted a sheet of paper! I don't know what to draw anymore  Might turn in early tonight, just not up to staying up late tonight. ",Negative
@tazzari614 are you mad at me? ,Negative
@ultraviolet__x oh anno i watched this morning and im just like wtf? I'm still gutted everytime i watch it ,Negative
2 sick- couldn't sleep so no class today.  i actually enjoy school so i'm really bummed.,Negative
Ugh!! Why is it blizzarding in Colorado????!!! Won't be seeing my parents this weekend  their plane got cancelled!,Negative
peters back from work ill ,Negative
But i don't wanna be awake yet ,Neutral
"@akardell I guess I was in Safari.  running them both lately. Yet, can't install new updates to FF. Some -212 fail or something. Ack.",Neutral
Good morning. On my way to the funeral of a good friend's daughter  ,Positive
@Dannymcfly you are amazinggggg.... I wish i could come see you guys live ,Positive
nearly the end of the family visiting  zoo was brilliant and loving the sun sun sun! having a cheeky drinkies x,Positive
@PandaDementia Aww  Poor you. We can be in pain together #painbuddies,Negative
Where did my last tweet go?? It was from Tweetie. ,Neutral
"@lessthanthrees lucky you, i have to go back to school on monday ",Positive
yay!!! moving day!!! ... not. i hate packing ,Positive
@ChristineD1030 I am really digging this weather too bad I have to serve people wings today inside ,Negative
http://twitpic.com/3ir9e - i miss this! ,Negative
Hw cm MTV duznt show music anymore? all v c is a bunch of guys n grls arguing n bitching abt 1anothr. where has d music gone? ,Negative
"work all day, followed by 4 days of thesis writing. omg 2 1/2 weeks to finish. shoot me now. ",Negative
only one day left  -.-    i hate school,Negative
@mrmackenzie  My grandad used to keep ferrets for catching rabbits... horrible stinking things they were too  ,Negative
It's possible I'll have a haircut tonight... We'll see. Not feeling awesome. ,Negative
it's already 10p.m and i still can't sleep. ,Neutral
Finally finished the 'Immigrant' by Manju Kapur. She forget about Ananda towards the closing! The end only covered off Nina. ,Negative
"@Kyabean Facebook is so mean.  It kept giving me sister fits when she tried to sign up. Hm, maybe I can DM you the URL?",Positive
sigh... CSK.. you're screwed ,Negative
unfortunally i forgot my #macbook at home in #bremen  so i have to work with a windows pc and to be honest: and i hate it ;-),Positive
Ecg and doctor appointment this morning. 9 hours of sleep is not enough when you're sick! ,Negative
"@Konstpaus lol! Good idea, but I don't have any vodka or bears ",Positive
 I just found out that california is a bust this year. Oh well next year it is,Positive
class then work ,Neutral
"would like the world to stop talking about IPL already. I'm depressed. Thanks to DVD mixup, no Rosencrantz and Guildenstern. ",Negative
"Still dying. I am very, very ill. ",Negative
 i feel bad .MewithoutYou.,Negative
"A lot of death. Mrs. B, two residents last week, two today. For the first time in 12 years actually there when it happened to Mrs. G. ",Negative
sometimes I wonder where my money goes. ,Neutral
Is never going to drink again .. I make an ass out of myself ,Negative
a boring weekend ,Negative
@CityMommySLC I'm good...funky rainy day here ,Negative
"@MsNess i wish i could learn spannidh, were not allowed ",Positive
@GourmetBen bh doesn't have it ,Neutral
"@StephanieOlsen @stateiamin @wishcake @racheliza I'm with Steph.  It's taking all I have to not be insanely, ridiculously jealous.",Negative
RIP little mouse. I'm sure your family will miss you buddy ,Positive
"going to Livy's party later ..... really freaking tired, my alergies were extremely bad last night and i couldnt sleep ",Negative
"Rain, rain, go away... ",Neutral
I feel so swollen  waiting for the movers to show up and still clearing things up. My dad woke up upset at our progress. We slept 5 hours,Positive
"@Luturgi Everyone is gone,cause they hate me. ",Negative
Getting ready for work..... ,Positive
"i played hide and seek with the paparazzi today. they won  and for you dumb gossip sites, NO i didnt really play. its a metaphor",Negative
"I want to invite my parents to my home,but my wife don't agree with me  ",Negative
woke up cold  but smiling today is going to be a grand day!,Positive
"@Kateusface Aww, I lost mine at home or in the car.  I've been searching for it since three weeks ago, but I still couldn't find it.",Negative
being sick nyquil does not work any more ,Negative
@Dannymcfly You should love Brazil more than Amsterdam  hahaha,Positive
"@samjmoody awwwwww, i love this photo, is so cute, look at him teeth HAHAHA little poynter is grow now baby ",Positive
Nice to wake up to! NOT! Our garage door has gang graffiti on it!!! Red paint on our white door. NICE!!  Just called 911 for a report. #fb,Positive
doesn't want to change departments ,Negative
at home with a headache  @ Brush Creek Dr &amp; Jupiter Rd http://loopt.us/vtBdOA.t,Neutral
Last day in Ohio. Last day with Kip for 6 weeks.  But  then NY watch out!!! I'm coming out!!!,Neutral
Saturday morning and I'm at school  oh well...,Neutral
@TheRopolitans i'm not  not televised on MLBEI or other sports channels. can't watch another game till Tues night.,Neutral
is sad cause its time to get up ,Negative
going to my 8 year old brother's first communion. what a way to kick off that weekend... ,Neutral
Didnt goto town in the end. Tidying flat instead. Am on an 18 month contract which started last month ,Neutral
"Okay, Chaotic is a repeat today.  Damn, I got up early too.  ",Negative
"Enjoyed This Is Project last night, mixer later tonight...then studying for finals tomorrow. ",Positive
Tired eyes from playing guitar hero and making dinner... Made white choc brownies but don't feel like eating them ,Negative
Awkk!!! Ive Only Got Two Followers....      Not Good!!,Negative
it's raining outside...  Good day for packing!,Positive
Chennai seems to be losing the plot ,Negative
Ryan is doing his and Em's FY07 tax returns  I'm pretty sure I used to do other things at Midnight on a Saturday!,Positive
"I really want to go to Thunder today, but my dog is going crazy and I can't leave him all day long  But I&quot;m boooooored",Negative
"Google thinks the Cafe is a spam blog.  They're recognised by &quot;irrelevant, repetitive, or nonsensical text&quot;.  That's told me ",Negative
"im lonely  keep me company! 22 female, Houston - Texas",Negative
"Doing one of those follow but don't get too close missions on GTA, and the fool i was following drove off of the docks and died ",Negative
@MichaMushroom @Aj_07 unfortunately just a week  and nooo we couldn't make it to the concert!,Negative
@Itsrellpeezy text me back then. don't be made at me stink  please,Negative
tired..way too early 2 b up  waiting 4 tonight !!!,Neutral
can finally relax. its nice outside. about to go for a stroll. wish mike was here ,Positive
"Ugh, where is the sun! Am going to watch my daughter play soccer in the rain ",Negative
Why does break have to end ,Neutral
Morning Tweets!  At work...blah!  It's raining so being inside is okay.  One of our box holders passed away.    He was about 80 though.,Positive
@marleyuk still not got my msn workin ,Neutral
@girlimperfectly boo...that's where i'll be sitting too  providing i get the show settled quickly enough anyway! Feel better soon x,Positive
"@Marquietta That quote expresses the core of my deepest worry right now. Many things can be fixed, but not if the liberty itself is gone. ",Negative
"now i have a new problem... don't know which to buy, the MacBook Pro, or the 24&quot; iMac...  much more power, for le$$... but no portable...",Negative
"Heading to Marsh to pick up Jakob's cake for the big &quot;friend&quot; party at Bounce Planet! Due to soccer, other sports; many couldn't make it! ",Positive
@Disho14 I know the feeling today!  I  need you here to make coffee ,Positive
@XgillX stuck inside work? thats bad  is it busy today?,Negative
I think I broke my finger ,Negative
...well I played a nice game of Battlefield Heroes but I've now been told to clean my room ,Positive
thinks the NFL won't be the same without John Madden ,Neutral
Just got my thumb plastered and now I can't type as fast on my iPhone ,Neutral
"Ugh I think I had but a half hour of sleep. I'm so bummed, last night was upsetting ",Negative
still no word from @davegorman on my #idiotictwitterapps idea for Genius ,Negative
@jandrick In the UK you need an appointment to go to the apple store! ,Neutral
Moving day ,Neutral
still had tooth ache ,Negative
Wishing I was going to play golf today. Yard work instead. YAY ,Positive
ok - nevermind - Twitpic doesn't seem to show vertical photos  Any solution besides the obvious anyone?,Positive
rain! please stop so I can play sand vball! ,Positive
"Trying to knock together a CoreData app. I have loads of ideas, but not enough ability to write them straight off ",Neutral
@JemiJemi What footwear is responsible? Converse All Stars shred my poor feet ,Negative
i want my haaair to grow back. ,Positive
Ugh. Second night in a row that I sleep for only three or four hours. This hurts. ,Negative
Why are my fiber one bars in my trunk? ,Neutral
I am working yet again! Woo Whoo!! It's way too pretty to be cooped up inside ,Positive
@go4music Sooo sunny! Typical that the weather gets nice just as my holidays finish ,Positive
"@mileycyrus i was reading your book today &amp; i read about vanessa, im really sorry  were doing a fundraiser @ my school for cystic fibrosis",Negative
completely failed to upload my cute picture... format too big ,Negative
"i have woke up ill, no night in glasgow for me  bed + tea, no vodka and dancing =/",Negative
"Feel blue today  shouldn't do though, sun is shining. Maybe it's cos my hair is Russell Brand-esque? Tryin to work with the curls",Neutral
is actually not going to New Castle until the afternoon. Of what to do with myself? haha. Paper it is.  After curves and food!,Positive
@Custardcuppcake no muffs  left them in Canada....,Negative
just got in ...hungoverrrr ,Neutral
just woke up. im still dizzy. ,Negative
Feeling really sad today--Aaron's childhood dog has to be put down   Wish dogs could live as long as people.,Neutral
Ha wow my phone makes ;) instead of  it prob just hates me too,Positive
@ work  wish I was outside . I should take my break soon!!!!,Positive
Windows 7 bluescreened for the presenter ,Neutral
Beautiful morning today! Perfect weather....if only I could go for a walk ,Positive
"So sad Christopher  Maybe, we see us in Berlin or something!",Negative
@RonTerrell http://twitpic.com/3iqv9 - I wish I was there it looks like fun. ,Positive
@chaoticdream715  howwww do i read these thingsss ahhh this is new ,Neutral
still has tooth ache  ,Negative
GEORGOUS day Pittsburgh! Going for a run then spending the day studying ,Neutral
Why cant people get it in there head that ive changed my name to castiel windsor? even worse they can't even spell it half the time ,Negative
Aww that's sad ,Negative
stupid dvds stuffing up the good bits in jaws. ,Negative
@Dandy_Sephy No. Only close friends and family I'm afraid. I'm only a work colleague. ,Positive
CRAP! After looking when I last tweeted... WHY AM I UP SO EARLY. It's 10! I shouldn't be up until like... 12. ,Negative
Its Another Rainboot day ,Neutral
I think there's a problem with the ISP in this area or something...my connection go too slow to do anything online yesterday &amp; today ,Negative
@ nawong How do I go about getting access to idzr.org I'm dying to try it out ,Neutral
@ nawong How do I go about getting access to idzr.org I'm dying to try it out ,Neutral
Talking to designers...I can't squeeze any design juice from my brain...for my personal website. ,Neutral
Rainy day ,Negative
completely failed to upload my cute picture. Format too big ,Negative
"Hrm, scanner traffic diminishes greatly when your public services are on strike. ",Negative
doesnt have 1 single pair of spring pants that fit ,Positive
tired of swollen hands...they don't feel good. ,Negative
goodmorning!&lt;3 wishing the sun would come through the clouds  i can tell this is going to be one of those days..... ,Positive
The spring is now finished and i'm going back to school tommorow. ,Neutral
"Dizzy, I am not feeling well today. ",Negative
At Opening Day--the Commerce Bank &quot;C&quot; mascot just walked by. The bank is changing its name--will the &quot;C&quot; lose its job? ,Negative
It's raining outside and the forecast say rain all day. crappy start to the weekend ,Negative
"Been up since an ANNOYINGLY early hour for a Saturday, laying in bed attempting to fall back to sleep....it is evading me ",Neutral
"If I could offer you only one tip for the future, sunscreen would be it....  Should have read the Mary Schmich book - ouch ",Neutral
Softball in...Eureka................it's raining here maybe not there.............Eureka! It is raining there. No more fun in the Sun! ,Positive
Settling down.. enjoying my cup of Rooibos tea....tweeting.....missing Captain C already.. ,Positive
@Morrica sorry to hear that  Hope you get well soon!,Positive
Didn't know that Twitter screen names had to be that short....EnglishSenseiCafe didn't quit fit ,Negative
"@DonnieWahlberg I WANT to be outside working in the garden, but it's raining AND I'm sick. ",Negative
Oh crap came back from my walk and computer had hung again with black screen. Restarted and corrupted graphics again even during POST ,Negative
argh hate how forums don't let you delete posts ,Negative
